url_length,n_dots,n_hyphens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hashtag,n_dollar,n_percent,n_redirection,classification
42,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
49,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
40,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
26,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
53,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
54,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
187,3,1,3,1,0,13,0,12,0,0,0,0,1,0,0,0,0,0,legitimate
28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
98,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
88,3,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
30,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
86,3,0,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
39,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
60,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
92,4,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,legitimate
71,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
64,3,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
87,4,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,suspicious
40,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
23,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
182,10,0,0,3,1,8,1,7,0,0,0,0,0,0,0,0,1,0,suspicious
244,7,2,0,5,0,11,1,11,0,0,0,0,0,0,0,0,0,0,suspicious
76,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
56,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
278,15,0,0,5,1,11,1,9,0,0,0,0,0,0,0,0,0,0,suspicious
80,5,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
119,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
47,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
92,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
65,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
78,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,legitimate
266,4,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
70,4,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
68,2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
37,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
46,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
158,4,1,0,6,0,5,0,4,0,0,0,0,0,0,0,0,0,0,suspicious
67,4,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
178,3,1,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
44,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
42,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
58,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
57,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
77,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
105,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
35,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
62,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
121,4,1,1,4,1,4,0,2,0,0,0,0,0,0,0,0,0,-1,suspicious
83,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
90,5,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
83,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
89,2,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,suspicious
238,11,1,0,3,1,10,1,9,0,0,0,0,0,0,0,0,1,0,suspicious
120,3,1,2,1,0,3,0,2,0,0,0,0,0,0,0,0,4,0,suspicious
25,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
41,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
63,4,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,suspicious
66,3,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
66,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
70,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
54,3,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
89,5,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
35,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
29,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
47,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
229,13,1,2,4,1,11,0,10,0,0,0,0,0,0,0,0,1,0,suspicious
32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
37,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,suspicious
53,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
80,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
43,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
74,2,4,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
36,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
35,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
104,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
327,9,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,19,0,suspicious
29,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
78,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
74,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
134,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
52,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
42,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
54,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
63,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,suspicious
50,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
70,3,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,1,0,suspicious
18,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
76,3,0,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,suspicious
56,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
77,3,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
35,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
49,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
112,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
69,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
50,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
65,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
55,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
30,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
75,4,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
45,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
67,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
46,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
98,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
46,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,suspicious
166,10,0,0,3,1,7,1,6,0,0,0,0,0,0,0,0,1,0,suspicious
93,3,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
109,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
56,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
97,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
41,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
47,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
29,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
72,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
53,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
39,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
38,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
31,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
41,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
24,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
59,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,legitimate
269,2,0,1,5,0,3,0,2,0,0,0,0,0,0,0,0,9,2,suspicious
50,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
38,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
58,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
89,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
299,14,1,1,4,0,8,1,13,0,0,0,0,0,0,0,0,0,0,suspicious
330,5,4,0,3,0,2,1,2,0,0,0,0,0,0,0,0,1,1,suspicious
90,5,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
54,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
27,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
125,2,1,3,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
289,5,4,1,17,1,5,0,3,0,0,0,0,0,0,0,0,3,0,suspicious
85,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
63,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
25,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
33,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
32,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
173,3,0,1,3,0,11,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
159,7,1,0,9,0,4,0,3,0,0,0,0,0,0,0,0,0,0,suspicious
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
95,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
68,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
218,6,4,9,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,suspicious
60,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
39,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
56,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
192,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
106,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
50,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
55,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legitimate
80,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,legitimate
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,legitimate
54,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
126,2,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,2,0,suspicious
67,4,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
39,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
39,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
30,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
30,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
211,2,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
40,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,suspicious
16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
329,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
23,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
44,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
25,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
86,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
331,14,1,0,4,1,7,0,11,0,0,0,0,0,0,0,0,0,0,suspicious
65,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
120,2,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,8,0,suspicious
28,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
43,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
66,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
37,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
57,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
59,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
69,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
197,2,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
27,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
46,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
65,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
98,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,1,legitimate
22,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
103,3,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
157,2,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
73,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
37,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
58,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
139,5,0,1,8,1,3,0,2,0,0,0,0,0,0,0,0,0,1,suspicious
44,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legitimate
17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
241,16,1,0,4,1,6,0,10,0,0,0,0,1,0,0,0,0,1,suspicious
48,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
63,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
48,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
116,6,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,suspicious
71,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,suspicious
94,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
62,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,suspicious
108,5,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
109,4,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,suspicious
42,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
36,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
74,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
192,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
140,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
39,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
90,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,suspicious
82,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
37,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
112,2,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
74,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
55,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
70,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
38,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
58,4,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
598,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
90,3,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
33,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
34,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
48,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
98,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
232,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
48,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
210,2,1,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
80,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
169,4,3,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
50,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
251,3,3,1,9,0,3,0,2,0,0,0,0,0,0,0,0,0,1,suspicious
87,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
50,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
60,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,legitimate
38,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
114,2,5,1,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
26,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
50,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
81,2,0,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,legitimate
110,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
156,2,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
88,6,3,1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,suspicious
31,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
41,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
61,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
49,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
226,2,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
41,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
93,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
130,3,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
34,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
92,3,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
42,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
54,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
38,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
58,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
134,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,36,1,legitimate
79,3,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
61,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
71,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
66,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
48,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
50,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,legitimate
62,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
86,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
151,4,1,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,suspicious
28,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
74,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
50,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
78,2,0,0,1,0,3,0,2,0,0,0,0,1,0,0,0,14,0,legitimate
71,6,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,suspicious
68,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
35,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
